Shot Number,Partition,Made,Makes,Save,Missed Goal,conversion_rate_other,prop_nc_missed_other,,prop_shots_other
400,Bottom Middle Right,0,,1,0,0.666666667,0,,0.065420561
401,Bottom Middle Right,0,,1,0,0.666666667,0,,0.065420561
402,Bottom Middle Right,0,,1,0,0.666666667,0,,0.065420561
403,Bottom Middle Right,0,,1,0,0.666666667,0,,0.065420561
404,Bottom Middle Right,0,,1,0,0.666666667,0,,0.065420561
405,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.065420561
406,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
407,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
408,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
409,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
410,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
411,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
412,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
413,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
414,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
415,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
416,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
417,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
418,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
419,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
420,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
421,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
422,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
423,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
424,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
425,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
426,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
427,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
428,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
429,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
430,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
431,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
432,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
433,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
434,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
435,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
436,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
437,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
438,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
439,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
440,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
441,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
442,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
443,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
444,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
445,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
446,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
447,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
448,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
449,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
450,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
451,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
452,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
453,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
454,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
455,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
456,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
457,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
458,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
459,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
460,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
461,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
462,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
463,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
464,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
465,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
466,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
467,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
468,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
469,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
470,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
471,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
472,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
473,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
474,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
475,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
476,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
477,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
478,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
479,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
480,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
481,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
482,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
483,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
484,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
485,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
486,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
487,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
488,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
489,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
490,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
491,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
492,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
493,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
494,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
495,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
496,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
497,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
498,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
499,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
500,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
501,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
502,Bottom Right,1,,0,0,0.734848485,0.147058824,,0.244859813
503,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
504,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
505,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
506,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
507,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
508,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
509,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
510,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
511,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
512,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
513,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
514,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
515,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
516,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
517,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
518,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
519,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
520,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
521,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
522,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
523,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
524,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
525,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
526,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
527,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
528,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
529,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
530,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
531,Bottom Right,0,,1,0,0.742424242,0.147058824,,0.244859813
532,Bottom Right,0,,0,1,0.742424242,0.121212121,,0.244859813
533,Bottom Right,0,,0,1,0.742424242,0.121212121,,0.244859813
534,Bottom Right,0,,0,1,0.742424242,0.121212121,,0.244859813
535,Bottom Right,0,,0,1,0.742424242,0.121212121,,0.244859813
536,Bottom Right,0,,0,1,0.742424242,0.121212121,,0.244859813
